OWNERID,ADOPTIONNUMBER,ANIMALID,ANIMALNAME,BASECOLOURID,BREEDID,BREEDNAME,DATEOFBIRTH,SEX,COMBITESTRESULT,FLVRESULT,DECLAWED,SHELTERLOCATION,DATEBROUGHTIN,MOSTRECENTENTRYDATE,ANIMALAGE,WEIGHT
17092,24006,11915,Blue Moon,85,315,Siamese Mix,4/26/21,1,1,1,0,10,5/29/21,5/29/21,8 months.,6.1
12957,23537,12475,Prancy van der Snoot,81,261,Domestic Short Hair,2/23/20,0,1,1,0,8,8/23/21,8/23/21,1 year 8 months.,10.1
15214,21215,7245,Fido,74,261,Domestic Short Hair,3/30/19,0,1,1,0,3,6/13/19,4/14/21,2 years 1 month.,10.1
8900,12707,7245,Fido,74,261,Domestic Short Hair,3/30/19,0,1,1,0,3,6/13/19,4/14/21,2 years 1 month.,10.1
10000,14434,7992,Inez (Nova),6,261,Domestic Short Hair,3/25/19,0,1,1,0,10,9/21/19,9/21/19,10 months.,4.65
12252,17293,9558,Sophie,96,261,Domestic Short Hair,5/6/20,0,1,1,0,35,6/17/20,6/17/20,8 months.,2.6
16136,22727,12233,Spotted Galaxias,74,261,Domestic Short Hair,4/9/21,1,1,1,0,32,7/27/21,7/27/21,8 months.,3.9
15108,21104,11433,Amy Farrah Fowler,1,261,Domestic Short Hair,2/1/21,0,1,1,0,32,3/15/21,3/15/21,8 months.,2.4
16414,23121,12087,Thunderstruck (Oliver),62,261,Domestic Short Hair,7/6/19,1,2,1,0,9,7/19/21,7/19/21,2 years 2 months.,11.1
17231,24148,12965,Sporty Spice,68,261,Domestic Short Hair,12/27/19,0,1,1,0,2,12/27/21,12/27/21,2 years 0 months.,7.8
17672,24994,13026,Kayce Dutton,75,261,Domestic Short Hair,1/20/19,1,1,1,0,9,1/27/22,1/27/22,3 years 3 months.,11.7
5242,6555,1103,Rosebud,1,243,Domestic Long Hair,2/23/10,0,1,1,0,15,2/23/16,2/23/16,9 years 5 months.,15.25
16062,22588,11980,Ballad of Ole Betsy (Dutchess),107,319,Snowshoe Mix,5/17/21,0,1,1,0,32,6/22/21,6/22/21,7 months.,2.3
15456,21657,11507,Hilda Spellman,6,261,Domestic Short Hair,3/21/21,0,1,1,0,34,3/26/21,3/26/21,8 months.,2.2
12440,17505,9228,Agent Whiteclaw (Mochi),63,261,Domestic Short Hair,5/15/17,1,2,2,0,32,5/27/20,5/27/20,4 years 7 months.,12.3
9709,23858,12868,Hazel,81,261,Domestic Short Hair,11/19/20,0,1,1,0,10,11/19/21,11/19/21,1 year 0 months.,8
16219,23292,12460,Marl (Beignet),81,261,Domestic Short Hair,7/19/21,0,1,1,0,19,8/23/21,8/23/21,8 months.,2.3
18130,25452,12611,Marishka,2,261,Domestic Short Hair,9/24/11,0,1,1,0,11,9/30/21,9/30/21,10 years 9 months.,10.4
16448,23252,12483,Ombra,62,252,Domestic Medium Hair,7/23/21,0,1,1,0,19,8/25/21,8/25/21,8 months.,2.3
15534,21803,11602,May Flower,68,261,Domestic Short Hair,3/27/21,0,1,1,0,32,4/14/21,4/14/21,8 months.,2.5
13672,21679,11803,Thick Mint,94,261,Domestic Short Hair,3/23/21,1,1,1,0,32,5/18/21,5/18/21,8 months.,2.6
11296,24930,13142,The Baron,1,261,Domestic Short Hair,2/28/20,1,1,1,0,5,2/28/22,2/28/22,2 years 3 months.,13.7
12259,23742,12750,Sugar Maple,65,261,Domestic Short Hair,2/26/21,0,1,1,0,10,11/9/21,11/9/21,8 months.,6.6
14857,20762,11245,Kendi,67,261,Domestic Short Hair,5/11/20,1,1,1,0,3,2/18/21,3/15/21,2 years 2 months.,9.1
13614,20590,11245,Kendi,67,261,Domestic Short Hair,5/11/20,1,1,1,0,3,2/18/21,3/15/21,2 years 2 months.,9.1
13298,19960,10620,Salsa,81,261,Domestic Short Hair,1/18/20,0,1,1,0,35,10/26/20,12/31/20,11 months.,6.3
14118,19806,10620,Salsa,81,261,Domestic Short Hair,1/18/20,0,1,1,0,35,10/26/20,12/31/20,11 months.,6.3
9884,24092,12418,Angus Beef,68,261,Domestic Short Hair,8/19/07,1,1,1,0,17,9/7/21,9/7/21,14 years 4 months.,8.9
17338,24302,12352,Joan Day,69,261,Domestic Short Hair,8/5/14,0,1,1,0,2,8/5/21,8/5/21,7 years 6 months.,9.6
17618,24683,13207,Rosie,89,261,Domestic Short Hair,3/23/21,0,1,1,0,10,3/23/22,3/23/22,1 year 0 months.,8.7
17849,24927,13353,Kitty Brite,74,261,Domestic Short Hair,9/15/21,0,1,1,0,9,4/23/22,4/23/22,8 months.,4.8
17640,24655,13201,Spike,1,243,Domestic Long Hair,1/13/22,1,1,1,0,19,3/17/22,3/17/22,6 months.,3.6
14786,21588,11313,Clover,68,261,Domestic Short Hair,3/2/13,1,2,1,0,19,3/8/21,3/8/21,8 years 2 months.,9.4
13914,23977,12890,Harrison Ford,88,261,Domestic Short Hair,2/1/21,1,1,1,0,9,12/2/21,12/2/21,10 months.,8
17366,24313,13033,Nixon (Bernadette Peters),6,243,Domestic Long Hair,1/7/21,0,1,1,0,19,1/28/22,1/28/22,1 year 1 month.,8.3
15110,23899,12873,Crazy Harry,69,261,Domestic Short Hair,4/23/21,1,1,1,0,19,11/17/21,11/17/21,8 months.,6.4
17315,24594,13166,Seagull,74,261,Domestic Short Hair,3/10/20,0,2,1,0,3,3/8/22,3/8/22,2 years 0 months.,9.8
912,2235,751,Wynona,62,252,Domestic Medium Hair,5/21/15,0,1,1,0,4,7/22/15,7/22/15,5 years 2 months.,4.48
16829,23703,12573,Flubber,1,261,Domestic Short Hair,10/4/17,1,1,1,0,8,9/23/21,9/23/21,4 years 1 month.,11.7
4401,5116,2911,Athena,81,261,Domestic Short Hair,4/7/16,0,1,1,0,17,4/21/17,4/21/17,5 years 1 month.,6.45
15650,21926,11271,Locust Valley,74,252,Domestic Medium Hair,12/22/20,1,1,2,0,35,2/28/21,6/7/21,8 months.,7.2
14942,20885,11271,Locust Valley,74,252,Domestic Medium Hair,12/22/20,1,1,2,0,35,2/28/21,6/7/21,8 months.,7.2
15501,21724,11879,Flaming Hot Cheeto,83,315,Siamese Mix,3/31/21,1,1,1,0,1,5/26/21,5/26/21,8 months.,2.8
17771,24808,13202,Shuri,1,243,Domestic Long Hair,3/17/18,0,1,1,0,10,3/14/22,3/14/22,4 years 1 month.,11.1
14228,19875,10947,Winter Storm,74,243,Domestic Long Hair,9/22/20,1,1,1,0,19,12/23/20,12/23/20,8 months.,4.6
14184,19913,10809,Yam Daisy,79,261,Domestic Short Hair,10/8/20,0,1,1,0,19,11/19/20,11/19/20,8 months.,2.9
17222,24138,11780,Grilled Cheese,97,261,Domestic Short Hair,5/18/16,1,2,1,0,8,5/24/21,1/8/22,5 years 8 months.,14.8
15085,22450,11780,Grilled Cheese,97,261,Domestic Short Hair,5/18/16,1,2,1,0,8,5/24/21,1/8/22,5 years 8 months.,14.8
17572,24599,13111,Hawthoria,65,261,Domestic Short Hair,2/19/20,0,1,1,0,2,2/19/22,2/19/22,2 years 1 month.,8.9
16055,23355,9400,Quentin (Sammy),69,261,Domestic Short Hair,5/7/20,1,1,1,0,31,5/28/20,10/1/21,1 year 5 months.,11.1
12287,17328,9400,Quentin (Sammy),69,261,Domestic Short Hair,5/7/20,1,1,1,0,31,5/28/20,10/1/21,1 year 5 months.,11.1
13345,18877,10077,Jaskier,79,261,Domestic Short Hair,7/31/20,1,1,1,0,35,8/14/20,8/14/20,8 months.,2.7
8608,12194,6797,Sophie,86,243,Domestic Long Hair,2/22/16,0,1,1,1,8,3/21/19,4/29/19,5 years 4 months.,8.4
8420,11962,6797,Sophie,86,243,Domestic Long Hair,2/22/16,0,1,1,1,8,3/21/19,4/29/19,5 years 4 months.,8.4
17556,24587,13083,Cole Haan,63,261,Domestic Short Hair,12/17/12,1,2,1,0,10,2/22/22,2/22/22,9 years 3 months.,13.5
17642,24656,13208,Honey Bunny,96,261,Domestic Short Hair,3/23/20,1,2,1,0,10,3/23/22,3/23/22,2 years 0 months.,10.1
15813,22222,11993,Pasadena,74,261,Domestic Short Hair,5/6/21,1,1,1,0,32,6/24/21,6/24/21,8 months.,2.5
15171,21186,11290,Dogwood,1,261,Domestic Short Hair,2/25/14,1,1,1,0,9,2/26/21,2/26/21,7 years 2 months.,7.1
15064,21059,10965,Popeye,1,261,Domestic Short Hair,12/3/20,1,1,1,0,32,12/31/20,4/7/21,8 months.,4.4
14873,20859,10965,Popeye,1,261,Domestic Short Hair,12/3/20,1,1,1,0,32,12/31/20,4/7/21,8 months.,4.4
18166,25499,13588,Dustin Henderson,3,261,Domestic Short Hair,3/24/22,1,1,1,0,32,6/8/22,6/8/22,16 weeks.,3.8
16894,23781,12820,Coriander (Tuxi),3,261,Domestic Short Hair,6/10/21,0,1,1,0,34,11/11/21,11/11/21,8 months.,4.7
14378,20342,11093,McSteamy,67,252,Domestic Medium Hair,10/16/20,1,1,1,0,32,1/29/21,1/29/21,8 months.,4
11475,19876,10940,Freezing Fog,63,243,Domestic Long Hair,9/22/20,1,1,1,0,19,12/22/20,12/22/20,8 months.,4
17868,24995,13351,Shy Violet,66,261,Domestic Short Hair,4/4/20,0,1,1,0,34,4/23/22,4/23/22,2 years 1 month.,7.8
9457,13636,7008,Kiran,6,261,Domestic Short Hair,4/16/18,0,1,1,0,8,4/19/19,4/19/19,2 years 5 months.,12
9179,13182,7317,Athena (Sassy),67,261,Domestic Short Hair,5/8/19,0,1,1,0,17,6/14/19,6/14/19,2 years 0 months.,2.02
14358,20139,11023,Tory with a Y,69,261,Domestic Short Hair,7/28/20,0,1,1,0,34,1/25/21,1/25/21,8 months.,4.4
15849,22279,12058,Vintage Suitcase,1,261,Domestic Short Hair,6/30/20,0,1,1,0,9,6/30/21,6/30/21,1 year 0 months.,5.6
13468,19096,10454,Foxtail,79,261,Domestic Short Hair,9/28/18,1,1,1,0,10,10/9/20,10/9/20,2 years 7 months.,11.3
1203,3069,1008,Sunshine,69,261,Domestic Short Hair,1/12/10,0,1,1,0,19,1/10/16,6/24/21,11 years 11 months.,5
9325,13635,7616,Muffy,3,261,Domestic Short Hair,7/16/18,0,2,1,0,24,7/16/19,7/16/19,1 year 1 month.,0
15902,22343,12096,Anna Ruby (Jasmine),3,252,Domestic Medium Hair,5/13/21,0,1,1,0,32,7/8/21,7/8/21,8 months.,2.5
16868,23778,12654,Tara Thornton,75,261,Domestic Short Hair,4/9/21,0,1,1,0,32,10/14/21,10/14/21,8 months.,4.8
12079,17001,9172,Tetris,1,261,Domestic Short Hair,4/18/20,0,1,1,0,35,5/9/20,5/9/20,8 months.,2.2
13223,18765,9975,Blue,68,261,Domestic Short Hair,8/1/20,0,1,1,0,35,8/2/20,8/2/20,8 months.,2.3
13904,19614,10811,Beefy Noodle Casserole,62,261,Domestic Short Hair,5/19/20,1,1,1,0,35,11/25/20,11/25/20,11 months.,4.6
7466,21596,11079,Leilani,1,252,Domestic Medium Hair,1/25/09,0,1,1,0,19,1/30/21,1/30/21,12 years 4 months.,5.3
17552,24582,13161,Larrivee,74,261,Domestic Short Hair,8/9/21,0,1,1,0,3,3/9/22,3/9/22,8 months.,6
16001,22524,12107,Falling Foss,89,261,Domestic Short Hair,5/20/21,0,1,1,0,32,7/8/21,7/8/21,8 months.,2.4
16729,23558,12584,Hobgoblin,68,261,Domestic Short Hair,4/1/21,1,1,1,0,10,9/29/21,9/29/21,8 months.,3.8
3953,11145,6442,Angelo,79,243,Domestic Long Hair,12/5/17,1,1,1,0,24,12/5/18,12/5/18,3 years 5 months.,10.3
15045,23059,12229,Hammerhead,3,261,Domestic Short Hair,4/30/21,1,1,1,0,31,7/27/21,7/27/21,8 months.,5.3
14696,20576,11131,Black Spinel (Buzz),1,261,Domestic Short Hair,12/28/20,1,1,1,0,32,2/1/21,2/1/21,8 months.,3.4
17049,23968,12846,Te Fiti,63,261,Domestic Short Hair,11/17/20,0,1,1,0,3,11/17/21,11/17/21,1 year 1 month.,7.8
18142,25483,13620,Jonathan Byers,68,261,Domestic Short Hair,6/14/17,1,0,0,0,19,6/14/22,6/14/22,5 years 0 months.,11.9
10773,22563,12029,Mr. Pricklepants,96,261,Domestic Short Hair,5/3/21,1,1,1,0,19,6/28/21,8/8/21,8 months.,2.4
15845,22521,12029,Mr. Pricklepants,96,261,Domestic Short Hair,5/3/21,1,1,1,0,19,6/28/21,8/8/21,8 months.,2.4
13911,19604,10712,Rey,74,261,Domestic Short Hair,9/23/20,0,1,1,0,35,11/4/20,11/4/20,8 months.,2.4
4567,5290,2997,Rumble (Bear),89,261,Domestic Short Hair,3/7/13,1,1,1,1,9,6/27/13,5/6/17,7 years 3 months.,20.9
4393,5089,2997,Rumble (Bear),89,261,Domestic Short Hair,3/7/13,1,1,1,1,9,6/27/13,5/6/17,7 years 3 months.,20.9
16778,23606,12673,Spawn,3,243,Domestic Long Hair,8/5/21,1,1,1,0,32,10/6/21,10/6/21,8 months.,3.8
16591,23408,12555,High-Speed Daredevil,1,261,Domestic Short Hair,7/29/21,1,2,1,0,19,9/2/21,9/2/21,8 months.,2.7
8731,17833,9881,Adelaide (Hazel),6,261,Domestic Short Hair,5/14/20,0,1,1,0,35,7/23/20,7/23/20,8 months.,2.8
16999,23907,12844,Tinsel,85,261,Domestic Short Hair,12/25/16,1,1,1,0,9,11/23/21,11/23/21,4 years 11 months.,8.3
13567,19183,10656,Piggly Wiggly,1,261,Domestic Short Hair,5/7/20,1,1,1,0,19,10/28/20,10/28/20,8 months.,5.7
15853,22268,11870,Ravi Chakrabarti,74,261,Domestic Short Hair,5/1/21,1,1,1,0,32,6/17/21,6/17/21,8 months.,2.9
17356,24304,12339,Paul Genzlinger,97,261,Domestic Short Hair,8/5/17,1,1,1,0,5,8/20/21,8/20/21,4 years 6 months.,9.4
13342,19124,10349,Port Neches,3,261,Domestic Short Hair,8/30/20,1,1,1,0,35,9/9/20,9/9/20,8 months.,2.3
14399,20168,11041,Jimmy Kent,69,261,Domestic Short Hair,11/4/20,1,1,1,0,32,1/13/21,2/6/21,8 months.,3
14412,20306,11041,Jimmy Kent,69,261,Domestic Short Hair,11/4/20,1,1,1,0,32,1/13/21,2/6/21,8 months.,3
16984,23890,12588,DeLorean,3,261,Domestic Short Hair,5/25/21,0,1,1,0,32,10/5/21,10/5/21,8 months.,5.1
16661,23496,12707,Yams,6,261,Domestic Short Hair,8/24/21,0,1,1,0,19,10/12/21,10/12/21,8 months.,1.6
10363,24761,12456,Agent 47,1,261,Domestic Short Hair,5/3/21,0,1,1,0,3,8/24/21,4/21/22,11 months.,6.4
16436,23154,12456,Agent 47,1,261,Domestic Short Hair,5/3/21,0,1,1,0,3,8/24/21,4/21/22,11 months.,6.4
16145,22704,12139,The Aflac Duck,68,261,Domestic Short Hair,6/4/21,1,1,1,0,31,7/9/21,7/9/21,8 months.,2.2
5894,8054,3142,Fifi,74,261,Domestic Short Hair,6/8/15,0,1,1,0,10,6/6/17,6/6/17,5 years 10 months.,7.62
15153,21185,11310,Busken,1,261,Domestic Short Hair,3/2/20,0,1,2,0,35,3/2/21,3/2/21,1 year 6 months.,7.8
13498,19050,10333,Oak Island,6,252,Domestic Medium Hair,7/29/20,0,1,1,0,35,9/9/20,9/9/20,1 year 1 month.,2
14227,19940,10945,Confetti,66,261,Domestic Short Hair,8/30/20,0,1,1,0,35,12/23/20,12/23/20,8 months.,3.8
16810,23661,12375,Speckled Cape (Ninja),6,261,Domestic Short Hair,8/10/21,0,2,1,0,19,8/10/21,8/10/21,8 months.,2.6
16411,23095,12297,Iggy,83,315,Siamese Mix,6/25/21,0,1,1,0,19,7/30/21,7/30/21,8 months.,3
17410,24451,13102,Alexander Wang,1,261,Domestic Short Hair,7/18/21,1,1,1,0,10,2/18/22,2/18/22,8 months.,5.9
17107,25548,13289,Waterbender,63,261,Domestic Short Hair,4/13/20,0,1,1,0,19,4/13/22,4/13/22,2 years 2 months.,8.3
15432,21650,11825,Pistachio Pistachio,66,252,Domestic Medium Hair,3/16/21,0,1,1,0,32,5/18/21,5/18/21,8 months.,2.1
8489,12020,900,Edison,68,261,Domestic Short Hair,4/29/15,1,1,1,0,19,10/28/15,10/2/18,6 years 0 months.,8.26
1824,9909,900,Edison,68,261,Domestic Short Hair,4/29/15,1,1,1,0,19,10/28/15,10/2/18,6 years 0 months.,8.26
1042,3686,900,Edison,68,261,Domestic Short Hair,4/29/15,1,1,1,0,19,10/28/15,10/2/18,6 years 0 months.,8.26
15643,21927,11925,Piston,74,261,Domestic Short Hair,4/15/21,1,1,1,0,32,6/10/21,6/10/21,8 months.,2.4
16249,22884,12247,Dehydra (Ripley),68,252,Domestic Medium Hair,5/31/21,0,1,1,0,32,7/26/21,7/26/21,8 months.,3.2
16729,23557,12610,Flannel,67,261,Domestic Short Hair,4/16/21,0,1,1,0,10,9/22/21,9/22/21,8 months.,5.5
12831,18082,9912,Sutter (Leon),63,261,Domestic Short Hair,3/11/20,1,1,1,0,35,8/5/20,8/5/20,1 year 10 months.,5.1
12870,18940,10482,Laoghaire,68,261,Domestic Short Hair,8/7/20,0,1,1,0,19,10/1/20,10/1/20,8 months.,2.3
7322,10483,5822,Anchovie,64,252,Domestic Medium Hair,6/13/18,0,1,1,0,4,9/27/18,9/27/18,2 years 11 months.,4.01
15471,21734,11766,Feather Reed (Miyoshi),90,261,Domestic Short Hair,3/24/21,0,1,1,0,32,5/12/21,5/12/21,8 months.,3
17421,24376,8334,Gloom,64,252,Domestic Medium Hair,7/12/19,0,1,1,0,10,11/1/19,1/29/22,2 years 7 months.,9.3
13286,18788,8334,Gloom,64,252,Domestic Medium Hair,7/12/19,0,1,1,0,10,11/1/19,1/29/22,2 years 7 months.,9.3
10366,14929,8334,Gloom,64,252,Domestic Medium Hair,7/12/19,0,1,1,0,10,11/1/19,1/29/22,2 years 7 months.,9.3
13485,19055,10473,Wing Ding,62,261,Domestic Short Hair,7/29/20,0,1,1,0,35,9/30/20,9/30/20,8 months.,2.2
12293,17359,9563,Nandor the Relentless,68,243,Domestic Long Hair,4/29/20,1,1,1,0,35,6/17/20,6/17/20,8 months.,2.2
17348,23123,11905,Origami Unicorn,65,252,Domestic Medium Hair,6/4/19,0,1,1,0,3,6/17/21,9/29/21,2 years 6 months.,6.8
16983,23905,11905,Origami Unicorn,65,252,Domestic Medium Hair,6/4/19,0,1,1,0,3,6/17/21,9/29/21,2 years 6 months.,6.8
10282,14809,7174,Memphis (S'mores),107,315,Siamese Mix,4/4/19,1,1,1,0,3,5/22/19,1/10/20,2 years 10 months.,10.03
8987,12858,7174,Memphis (S'mores),107,315,Siamese Mix,4/4/19,1,1,1,0,3,5/22/19,1/10/20,2 years 10 months.,10.03
10768,15433,7174,Memphis (S'mores),107,315,Siamese Mix,4/4/19,1,1,1,0,3,5/22/19,1/10/20,2 years 10 months.,10.03
15840,22237,12140,Peaches,107,315,Siamese Mix,4/21/21,0,1,1,0,31,7/9/21,7/9/21,8 months.,2.5
7857,11497,5993,Santiago,68,261,Domestic Short Hair,7/13/18,1,2,1,0,4,10/5/18,10/5/18,8 months.,4.8
16946,23840,11943,Cheep Cheep,67,252,Domestic Medium Hair,4/26/21,1,1,1,0,32,6/14/21,6/14/21,8 months.,6.09
7121,10062,5800,Amelia,74,261,Domestic Short Hair,5/12/18,0,1,1,0,17,9/12/18,11/12/18,26 weeks.,3.8
4405,24168,11360,Hotsy Totsy,2,261,Domestic Short Hair,3/7/11,0,1,1,0,19,3/9/21,2/23/22,11 years 4 months.,6.8
15909,22339,12007,Chatter Telephone,67,261,Domestic Short Hair,5/3/21,0,1,1,0,32,6/28/21,6/28/21,8 months.,2.8
16979,23891,10959,Sterling,107,315,Siamese Mix,12/29/10,1,1,1,0,19,12/29/20,12/29/20,10 years 11 months.,10.8
13161,21740,11739,Robert Chase,68,252,Domestic Medium Hair,3/30/21,1,1,1,0,32,5/7/21,5/7/21,8 months.,2.3
950,23531,12637,Cujo,68,261,Domestic Short Hair,7/15/21,1,1,1,0,19,10/6/21,10/6/21,8 months.,3.7
14929,20967,11456,Lexus (Pebbles),64,243,Domestic Long Hair,12/31/20,0,1,1,0,19,3/18/21,3/18/21,1 year 0 months.,3
12855,18784,10051,Thousand Island,69,261,Domestic Short Hair,7/8/20,1,1,1,0,35,8/12/20,8/12/20,8 months.,3.9
17811,24886,13286,Energybender,1,261,Domestic Short Hair,4/13/19,0,1,1,0,19,4/13/22,4/13/22,3 years 0 months.,9.3
7363,10499,5977,Haley,68,252,Domestic Medium Hair,4/19/18,0,1,1,0,19,10/3/18,10/3/18,3 years 1 month.,5.12
11730,22916,12499,Macchiato (Sumac),65,261,Domestic Short Hair,6/11/21,0,1,1,0,32,8/26/21,8/31/21,8 months.,2.5
16250,22907,12499,Macchiato (Sumac),65,261,Domestic Short Hair,6/11/21,0,1,1,0,32,8/26/21,8/31/21,8 months.,2.5
15126,23314,12359,Eugene (Tommy),63,261,Domestic Short Hair,7/23/21,1,1,1,0,34,8/6/21,8/6/21,8 months.,2.9
15576,21829,11763,Dichondra (Sushimi),82,261,Domestic Short Hair,5/12/20,0,1,1,0,8,5/17/21,5/17/21,1 year 2 months.,6.5
14427,20764,11007,Evermore,87,261,Domestic Short Hair,12/21/20,0,1,1,0,19,1/11/21,1/11/21,8 months.,2.6
13279,19099,10355,San Perlita,1,261,Domestic Short Hair,6/17/20,0,1,1,0,35,9/9/20,9/9/20,11 months.,3.5
15480,21712,11664,Volt,99,261,Domestic Short Hair,4/30/16,0,1,1,0,19,4/30/21,4/30/21,5 years 2 months.,6
9384,13613,7561,Murrell,74,261,Domestic Short Hair,5/18/19,1,1,1,0,31,7/11/19,7/11/19,1 year 6 months.,2.95
18046,25281,13497,Wild Sweet William (Wally),69,261,Domestic Short Hair,3/31/22,1,1,1,0,34,5/19/22,5/19/22,15 weeks.,2.6
16391,23071,12408,Essex,1,261,Domestic Short Hair,4/26/21,0,2,1,0,32,8/16/21,8/16/21,8 months.,3.2
17629,24649,7465,Kellam (Iroh),67,243,Domestic Long Hair,4/23/19,1,1,1,0,11,7/9/19,3/31/22,3 years 0 months.,14.3
9139,13153,7465,Kellam (Iroh),67,243,Domestic Long Hair,4/23/19,1,1,1,0,11,7/9/19,3/31/22,3 years 0 months.,14.3
17616,24792,13264,Rosy Maple,81,261,Domestic Short Hair,4/7/19,0,1,1,0,10,4/5/22,4/5/22,3 years 0 months.,9.6
17832,24908,13342,Starlite,3,243,Domestic Long Hair,7/13/21,0,1,1,0,3,4/21/22,4/21/22,9 months.,6
13084,18485,10155,Ashley,62,243,Domestic Long Hair,7/17/20,0,1,1,0,35,8/28/20,8/28/20,8 months.,2.4
12140,17083,9298,Tennessee Jed,79,252,Domestic Medium Hair,4/1/20,1,1,1,0,35,5/20/20,5/20/20,8 months.,2.6
17278,24229,12590,Dangerwheel,89,261,Domestic Short Hair,9/1/19,0,1,1,0,19,9/14/21,9/14/21,2 years 4 months.,11
18004,25199,13430,Lychee Jelly,64,261,Domestic Short Hair,5/10/21,0,1,1,0,10,5/10/22,5/10/22,1 year 0 months.,6.9
7635,17080,9297,Stagger Lee,68,252,Domestic Medium Hair,4/1/20,1,1,1,0,35,5/20/20,5/20/20,8 months.,2.1
504,9984,5341,Maple (Mabel),63,261,Domestic Short Hair,3/28/18,0,1,1,0,2,7/24/18,9/5/18,3 years 2 months.,4
6940,9893,5341,Maple (Mabel),63,261,Domestic Short Hair,3/28/18,0,1,1,0,2,7/24/18,9/5/18,3 years 2 months.,4
16634,24246,12897,Matthew McConaughey,96,261,Domestic Short Hair,12/2/17,1,1,2,0,35,12/3/21,12/3/21,4 years 4 months.,12.3
17132,24063,12889,Prue Leith (Maggie),1,261,Domestic Short Hair,11/1/19,0,1,1,0,8,11/30/21,11/30/21,2 years 3 months.,9.4
15884,22327,12081,Mia,65,252,Domestic Medium Hair,4/13/21,0,1,1,0,31,7/2/21,7/2/21,8 months.,2.3
1058,2635,893,Mojito,62,252,Domestic Medium Hair,8/27/15,1,1,1,0,7,10/27/15,10/27/15,6 years 0 months.,3.73
9301,13464,7159,Macchiato,74,252,Domestic Medium Hair,5/8/19,1,1,1,0,19,5/10/19,5/10/19,2 years 3 months.,2.21
10805,25052,13344,Patty O'Green,3,252,Domestic Medium Hair,1/1/22,1,1,1,0,9,4/23/22,4/23/22,6 months.,5.7
13462,19026,10316,Adeline,64,261,Domestic Short Hair,8/5/20,0,1,1,0,35,9/11/20,9/11/20,8 months.,2.2
6863,9854,5374,Susan (Dr. Wilson),85,315,Siamese Mix,9/24/17,0,1,1,0,10,8/16/18,8/22/18,3 years 10 months.,8.01
6938,9769,5374,Susan (Dr. Wilson),85,315,Siamese Mix,9/24/17,0,1,1,0,10,8/16/18,8/22/18,3 years 10 months.,8.01
1219,3105,1128,Bess,3,261,Domestic Short Hair,12/30/15,0,1,1,0,4,3/9/16,3/9/16,5 years 2 months.,3.07
14071,19804,10760,Princess Moira Bronzebeard,74,261,Domestic Short Hair,11/11/17,0,1,1,0,2,11/16/20,11/16/20,3 years 5 months.,10.7
12140,17082,9446,Beta Guppy,79,261,Domestic Short Hair,4/14/20,1,1,1,0,35,6/2/20,6/2/20,1 year 2 months.,2.4
12133,17087,9295,Pretty Peggy (Aether),64,252,Domestic Medium Hair,4/1/20,0,1,1,0,35,5/20/20,5/20/20,8 months.,2.4
18066,25320,13219,Daydream Bear,3,261,Domestic Short Hair,3/24/21,0,1,1,0,5,3/24/22,3/24/22,1 year 2 months.,6.9
16189,22765,12355,Tanya Lamontagne,3,261,Domestic Short Hair,4/1/21,0,1,1,0,32,8/5/21,8/5/21,8 months.,5.3
7705,11059,6096,Ducky (Henry),79,261,Domestic Short Hair,6/28/18,1,1,1,0,32,11/7/18,11/7/18,2 years 11 months.,5.89
13489,19551,10710,Mara Jade,68,252,Domestic Medium Hair,5/4/20,0,1,1,0,35,11/7/20,11/7/20,8 months.,3.5
17277,24330,13018,Colby,64,261,Domestic Short Hair,11/25/21,0,1,1,0,19,1/20/22,1/20/22,7 months.,2.9
11343,20822,11153,Hannah Hoch (Oreo),3,261,Domestic Short Hair,7/28/20,0,0,0,0,24,2/3/21,2/3/21,9 months.,2.8
113,21940,11805,Po Boy,87,315,Siamese Mix,4/26/21,0,1,1,0,19,5/17/21,5/17/21,8 months.,1.8
9392,13579,7460,Inigo (Fern),68,261,Domestic Short Hair,4/23/19,1,1,1,0,32,7/15/19,7/15/19,2 years 4 months.,2.62
5061,6156,3355,Pallas,69,252,Domestic Medium Hair,4/12/17,1,1,1,0,4,7/12/17,7/12/17,4 years 4 months.,5.56
13161,21741,11738,Gregory House,1,252,Domestic Medium Hair,3/30/21,1,1,1,0,32,5/7/21,5/7/21,8 months.,2.4
18161,25501,13477,Jack-in-the-Pulpit,67,261,Domestic Short Hair,4/5/22,1,1,1,0,34,5/17/22,5/17/22,15 weeks.,2.4
5904,8066,2822,Viola,85,315,Siamese Mix,3/9/13,0,1,1,0,9,3/21/17,1/18/18,8 years 3 months.,9.5
4353,5207,2822,Viola,85,315,Siamese Mix,3/9/13,0,1,1,0,9,3/21/17,1/18/18,8 years 3 months.,9.5
15283,22709,12141,Professor Nathaniel Burke,1,261,Domestic Short Hair,6/4/21,1,1,1,0,31,7/9/21,7/9/21,8 months.,2.8
18173,25520,13476,Shoemaker,96,261,Domestic Short Hair,5/17/17,1,1,1,0,8,5/17/22,5/17/22,5 years 1 month.,12.4
11900,16814,9128,Mewtwo (Prince),68,261,Domestic Short Hair,3/26/20,1,1,1,0,19,4/30/20,4/30/20,9 months.,2.2
11303,16102,8713,Oona,1,261,Domestic Short Hair,1/14/05,0,1,1,0,3,1/21/20,5/19/20,16 years 3 months.,6.3
